,molecule_chembl_id,smiles,type,pchembl_value_average,standard_value_average,pchembl_ave_fromStandard,diff
947,CHEMBL4217830,COc1ccc(-c2ccc3c(NC(=O)c4ccc(C(=O)NO)cc4)n[nH]c3c2)cc1,IC50,7.39,41.00,7.39,-0.00
948,CHEMBL2425963,O=C(/C=C/c1ccc2c(=O)n(CCc3ccccc3)c(C3CC3)nc2c1)NO,IC50,7.39,41.00,7.39,-0.00
949,CHEMBL2425965,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccc(OC)cc1,IC50,7.39,41.00,7.39,-0.00
950,CHEMBL4637992,CN(C)S(=O)(=O)c1ccc(NCCCCCC(=O)NO)c2nonc12,IC50,7.39,41.00,7.39,-0.00
951,CHEMBL568955,N#Cc1ccc(-c2ccc(C(=O)C(F)(F)F)s2)cc1,IC50,7.39,41.00,7.39,-0.00
952,CHEMBL4471710,O=C(CCCCCCn1cc(Nc2ncc(Cl)c(Nc3cccc(Cl)c3)n2)cn1)NO,IC50,7.39,41.00,7.39,-0.00
953,CHEMBL3655987,CC1(Nc2ncc(C(=O)NO)cn2)CCCCC1,IC50,7.39,41.00,7.39,-0.00
954,CHEMBL4299419,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3cccc(-c4cn(CCCCCCC(=O)NO)nn4)c3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,7.39,41.00,7.39,-0.00
955,CHEMBL4089964,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)NO)cc1,IC50,7.38,41.43,7.38,0.00
956,CHEMBL4527843,CC(NC(=O)c1nc(-c2nccs2)sc1C1CC1)c1ccc(C(=O)NO)cc1,IC50,7.38,41.65,7.38,0.00
957,CHEMBL4096377,O=C(/C=C/c1ccc(CNc2cccc3cccnc23)cc1)NO,IC50,7.38,41.70,7.38,-0.00
958,CHEMBL4065354,O=C(NO)c1ccc(CCc2cccc3cccnc23)cc1,IC50,7.38,41.70,7.38,-0.00
959,CHEMBL556332,O=C(/C=C/c1ccc(-c2ccc(O)cc2)cc1)NO,IC50,7.38,41.80,7.38,-0.00
960,CHEMBL4084222,CN1CCc2c(c3ccccc3n2Cc2ccc(/C=C/C(=O)NO)cc2)C1,IC50,7.38,41.80,7.38,-0.00
961,CHEMBL4291778,CC(C)(C)OC(=O)N1CCC2(CC1)CN(Cc1ccc(C(=O)NO)cc1)c1ccccc12,IC50,7.38,41.90,7.38,-0.00
962,CHEMBL3652231,O=C(NO)c1cnc(Nc2ccccc2Cl)nc1,IC50,7.38,42.00,7.38,-0.00
963,CHEMBL4216635,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(-c4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,7.38,42.00,7.38,-0.00
964,CHEMBL2386907,CCc1c2c(nc3ccc(OCc4cn(CCCCCC(=O)NO)nn4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,IC50,7.38,42.00,7.38,-0.00
965,CHEMBL2442795,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3cccc(OCCCCC(=O)NO)c3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,IC50,7.38,42.00,7.38,-0.00
966,CHEMBL4086244,O=C(CCCCCCC(=O)Nc1cc2ncnc(Nc3cccc(F)c3)c2s1)NO,IC50,7.37,42.52,7.37,0.00
967,CHEMBL3670666,COc1ccc(-c2cc(-c3ccccc3)[nH]c2C(=O)NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1,IC50,7.37,42.80,7.37,-0.00
968,CHEMBL4436629,O=C(CCc1csc(/C=C/c2ccc(F)cc2)n1)NO,IC50,7.37,42.98,7.37,-0.00
969,CHEMBL481878,CCSC(=S)SCC(=O)c1ccc(-c2ccc(N)cn2)s1,IC50,7.37,43.00,7.37,-0.00
970,CHEMBL2425966,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccc(F)cc1,IC50,7.37,43.00,7.37,-0.00
971,CHEMBL4167374,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1cc(C)ccn1,IC50,7.37,43.00,7.37,-0.00
972,CHEMBL4102147,CN(C)Cc1cn(Cc2ccc(/C=C/C(=O)NO)cc2)c2ccccc12,IC50,7.37,43.10,7.37,-0.00
973,CHEMBL3339027,CCN(CC)c1ccc(Nc2ncnc3sc(NC(=O)CCCCCCC(=O)NO)cc23)cc1,IC50,7.37,43.16,7.36,-0.01
974,CHEMBL4435558,O=C(CCc1csc(CCc2ccc([N+](=O)[O-])cc2)n1)NO,IC50,7.36,43.60,7.36,0.00
975,CHEMBL3415962,Nc1nc2ncc(CNc3ccc(C(=O)NCCCCCC(=O)NO)cc3)nc2c(=O)[nH]1,IC50,7.36,43.60,7.36,0.00
976,CHEMBL4299411,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3cccc(-c4cn(CCCCCC(=O)NO)nn4)c3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,7.36,43.80,7.36,-0.00
977,CHEMBL482137,CCSC(=S)SCC(=O)c1ccc(C(=O)NCc2ccccc2)s1,IC50,7.36,44.00,7.36,-0.00
978,CHEMBL523684,O=C(/C=C/c1ccc(C(=O)Nc2cccc(Nc3ncc(-c4cccnc4)s3)c2)s1)NO,IC50,7.35,45.00,7.35,-0.00
979,CHEMBL216641,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NO)C(=O)NCCc3c(-c4ccccc4)[nH]c4ccccc34)c2c1,IC50,7.35,45.00,7.35,-0.00
980,CHEMBL4525968,CC[C@H](Nc1nc(N)ncc1C)c1nc2cccc(CCCCCC(=O)NO)c2c(=O)n1-c1ccccc1,IC50,7.35,45.00,7.35,-0.00
981,CHEMBL2048750,COc1ccc(S(=O)(=O)n2ccc3cc(/C=C/C(=O)NO)ccc32)cc1OC,IC50,7.34,45.40,7.34,0.00
982,CHEMBL227119,CN(C)c1ccc(CNC(=O)NCCC(=O)NO)cc1,IC50,7.34,45.50,7.34,0.00
983,CHEMBL4175555,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(/C=C/C(=O)NO)cc5)CC4)cc3)n2)cc1,IC50,7.34,46.00,7.34,-0.00
984,CHEMBL4437165,CN(C)c1cccc2c(S(=O)(=O)N(CCCCCC(=O)NO)CC(=O)NCc3ccccc3)cccc12,IC50,7.34,46.00,7.34,-0.00
985,CHEMBL4649487,CCc1nc(N)nc(N)c1-c1ccc(-c2cn(CCCCCC(=O)NO)nn2)cc1,IC50,7.34,46.00,7.34,-0.00
986,CHEMBL3655980,O=C(NO)c1cnc(NC2CCCCC2)nc1,IC50,7.34,46.00,7.34,-0.00
987,CHEMBL1914702,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)Nc2ccc(-c3cc(C(=O)NCCCCCCC(=O)NO)no3)cc2)c1,IC50,7.33,47.00,7.33,-0.00
988,CHEMBL3936740,CC(=O)NCCCc1nc2ccccc2n1Cc1ccc(C(=O)NO)cc1,IC50,7.33,47.00,7.33,-0.00
989,CHEMBL3926575,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)NO)cc1,IC50,7.33,47.00,7.33,-0.00
990,CHEMBL1797983,CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc1ccc(OC)cc1,IC50,7.33,47.00,7.33,-0.00
991,CHEMBL4452989,CC[C@H](Nc1nc(N)nc(C2CC2)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,IC50,7.33,47.00,7.33,-0.00
992,CHEMBL4287851,O=C(CC[C@@H](CCCC(=O)Nc1ccccc1)Cc1ccccc1)NO,IC50,7.32,48.00,7.32,-0.00
993,CHEMBL4206296,CCCc1nn(C)c2c(=O)[nH]c(-c3cc([C@H]4CC[C@@H](C(=O)NO)CC4)ccc3OCC)nc12,IC50,7.32,48.00,7.32,-0.00
994,CHEMBL3593409,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2cccc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,IC50,7.31,48.55,7.31,0.00
995,CHEMBL4636226,COc1ccc(-c2ccc3nc(/C=C/C(=O)NO)ccc3c2)cc1,IC50,7.31,49.00,7.31,-0.00
996,CHEMBL3885367,COc1ccc2c(c1)c(CC(=O)NCCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,7.31,49.00,7.31,-0.00
997,CHEMBL3655981,O=C(NO)c1cnc(NC2CCOCC2)nc1,IC50,7.31,49.00,7.31,-0.00
998,CHEMBL3884118,COc1ccc2c(c1)c(CC(=O)NCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,7.31,49.00,7.31,-0.00
999,CHEMBL3774858,CN(c1ccc(OCCCCC(=O)NO)cc1)c1ncnc2ccccc12,IC50,7.31,49.00,7.31,-0.00
1000,CHEMBL3961271,O=C(CCCCCCNC(=O)c1nc(-c2nc3c(s2)CCCC3)sc1C1CC1)NO,IC50,7.31,49.00,7.31,-0.00
1001,CHEMBL4079007,O=C(/C=C/c1ccc(CNCc2ccc3ccccc3n2)cc1)NO,IC50,7.30,49.50,7.31,0.01
1002,CHEMBL513160,O=C(CCCCOCc1cc(-c2ccccc2)on1)NO,IC50,7.30,49.50,7.31,0.01
1003,CHEMBL2436596,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2coc(n2)CNC(=O)C[C@@H](/C=C/CCSSCC/C=C/[C@@H]2CC(=O)NCc3nc(co3)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O2)OC1=O,IC50,7.30,50.00,7.30,0.00
1005,CHEMBL521431,CC(C)(C)Oc1ccc(C[C@@H]2C(=O)Nc3ccccc3N2Cc2ccc(C(=O)NO)cc2)cc1,IC50,7.30,50.00,7.30,0.00
1006,CHEMBL1630118,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,IC50,7.30,50.00,7.30,0.00
1007,CHEMBL1094085,O=C(/C=C/c1cccc(-c2nc3ccccc3n2-c2ccccc2)c1)NO,IC50,7.30,50.00,7.30,0.00
1008,CHEMBL3885245,COc1ccc2c(c1)c(CC(=O)NCCCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,7.30,50.00,7.30,0.00
1009,CHEMBL1095449,CN1CCC[C@H](n2c(-c3cccc(/C=C/C(=O)NO)c3)nc3ccccc32)C1,IC50,7.30,50.00,7.30,0.00
1010,CHEMBL3884141,Cc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,7.30,50.00,7.30,0.00
1011,CHEMBL1096705,Cc1nc(-c2cccc(/C=C/C(=O)NO)c2)n(CCc2ccccc2)c1Cc1ccccc1,IC50,7.30,50.00,7.30,0.00
1013,CHEMBL3970138,CCC(C)C(=O)OC1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@H]21,IC50,7.30,50.50,7.30,-0.00
1014,CHEMBL4547600,COc1ccc(CCc2nc(CCC(=O)NO)cs2)cc1,IC50,7.29,50.68,7.30,0.01
1015,CHEMBL4537684,COc1ccc2c(=O)n(CCc3ccccc3)c(=O)n(Cc3ccc(C(=O)NO)cc3)c2c1,IC50,7.29,51.00,7.29,0.00
1016,CHEMBL511715,O=C(CCCCc1cc(C(=O)NO)no1)Nc1cnc2ccccc2c1,IC50,7.29,51.00,7.29,0.00
1017,CHEMBL2347006,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@H]21,IC50,7.29,51.00,7.29,0.00
1018,CHEMBL4577107,O=C(/C=C/c1cccn(CCc2ccc3ccccc3c2)c1=O)NO,IC50,7.29,51.25,7.29,0.00
1019,CHEMBL4646266,O=C(/C=C/c1ccc2cc(Oc3ccc([N+](=O)[O-])cc3)ccc2n1)NO,IC50,7.29,51.40,7.29,-0.00
1020,CHEMBL4225063,O=C(/C=C/c1ccc(C(=O)NO)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(Cl)c1,IC50,7.29,51.60,7.29,-0.00
1021,CHEMBL2311793,O=C(CCCCCONC(=O)Nc1cnc2ccccc2c1)NO,IC50,7.29,51.70,7.29,-0.00
1022,CHEMBL4450191,CC[C@H](Nc1nc(N)nc(C(F)(F)F)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,IC50,7.28,52.00,7.28,0.00
1023,CHEMBL3670661,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3ccc(O)cc3)cc2-c2ccoc2)cc1,IC50,7.28,52.00,7.28,0.00
1024,CHEMBL4464235,O=C(NO)c1ccc(Cn2nnc(Cc3ccccc3)n2)cc1,IC50,7.28,52.00,7.28,0.00
1025,CHEMBL2431866,Cn1cccc1C(=O)NCc1ncc(C(=O)NO)s1,IC50,7.28,52.00,7.28,0.00
1026,CHEMBL2442691,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc(OCCCCCCCC(=O)NO)cc3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,IC50,7.28,53.00,7.28,-0.00
1027,CHEMBL4166504,CC(C)OC(=O)N(CCc1ccccc1)Cc1ccc(C(=O)NO)cc1,IC50,7.28,53.00,7.28,-0.00
1028,CHEMBL4160522,O=C(NO)c1ccc(Cl)c(NC(=O)c2cccc3ccsc23)c1,IC50,7.28,53.00,7.28,-0.00
1029,CHEMBL4439017,O=C(CCc1csc(CCc2c[nH]c3ccccc23)n1)NO,IC50,7.27,54.20,7.27,-0.00
1030,CHEMBL3601774,CC(C)CCn1ccc2ccc(NC(=O)CCCCCCC(=O)NO)cc2c1=O,IC50,7.27,54.25,7.27,-0.00
1031,CHEMBL492956,O=C(/C=C/c1ccc(C(=O)Nc2cccc(Nc3ncc(-c4cccnc4)s3)c2)cc1)NO,IC50,7.26,55.00,7.26,-0.00
1032,CHEMBL3415964,Nc1nc2ncc(CNc3ccc(C(=O)NCCCCCCCC(=O)NO)cc3)nc2c(=O)[nH]1,IC50,7.26,55.40,7.26,-0.00
1033,CHEMBL4468518,CC(C)CCc1c(OCCOc2ccc(/C=C/C(=O)NO)cc2)ccc2c1OC(=O)CC2,IC50,7.25,55.61,7.25,0.00
1034,CHEMBL4437432,O=C(NO)c1ccc2c(c1)C(=O)c1ccccc1C2=O,IC50,7.25,56.00,7.25,0.00
1035,CHEMBL3764728,C/C(=N\NC(=O)c1ccc(N(C)C)cc1)c1ccc(C(=O)NO)cc1,IC50,7.25,56.00,7.25,0.00
1036,CHEMBL4517151,Cc1ccc(CN2CCC(c3noc(CN(C)c4ncc(C(=O)NO)cn4)n3)CC2)cc1,IC50,7.25,56.00,7.25,0.00
1037,CHEMBL3760115,COc1ccc(-c2cc(C(=O)NCCCCCCS)[nH]n2)cc1OC,IC50,7.25,56.00,7.25,0.00
1038,CHEMBL1828920,CC[C@H](C)[C@H](NC(=O)CC(C)(C)C)C(=O)N1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc1ccc(OC)cc1,IC50,7.25,56.00,7.25,0.00
1039,CHEMBL4545033,O=C(NO)c1ccc(Sc2nnc(-c3ccccc3)n2-c2ccccc2)cc1,IC50,7.25,56.00,7.25,0.00
1040,CHEMBL4082059,CC(C)(C)c1cccc(Nc2ncnc3cc(NC(=O)CCCCCCC(=O)NO)sc23)c1,IC50,7.25,56.02,7.25,0.00
1041,CHEMBL4446389,O=C(CCc1csc(CCc2ccc(O)cc2)n1)NO,IC50,7.25,56.89,7.24,-0.01
1042,CHEMBL3940720,CCOc1ccc(C[C@H]2CC[C@@H](C(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,IC50,7.24,57.00,7.24,0.00
1043,CHEMBL2381520,O=C(NO)c1cccc(C(=O)Nc2ccccc2)c1,IC50,7.24,57.00,7.24,0.00
1044,CHEMBL4470654,O=C(NO)c1ccc(Cn2c(=O)n(CCc3ccccc3)c(=O)c3cc(F)ccc32)cc1,IC50,7.24,57.00,7.24,0.00
1045,CHEMBL3775817,Cc1nc(N(C)c2ccc(OCCCCC(=O)NO)cc2)c2ccccc2n1,IC50,7.24,57.00,7.24,0.00
1046,CHEMBL3675762,O=C(CCCCCCN(c1ccccn1)c1ccc(OCc2ccccc2)cn1)NO,IC50,7.24,57.00,7.24,0.00
1047,CHEMBL4205573,COc1cccc(-c2ccc3c(NC(=O)c4ccc(C(=O)NO)cc4)n[nH]c3c2)c1F,IC50,7.24,58.00,7.24,-0.00
1048,CHEMBL3309297,CC1(C)CC(=O)Nc2ccc(C(=O)NC[C@H]3CC[C@H](/C=C/C(=O)NO)CC3)cc21,IC50,7.24,58.00,7.24,-0.00
1049,CHEMBL3771288,O=C(NCCCCC(=O)C(F)(F)F)c1nc(-c2nccs2)sc1Cc1ccccc1,IC50,7.23,58.35,7.23,0.00
1050,CHEMBL4089922,CCc1cccc(Nc2ncnc3cc(NC(=O)CCCCCCC(=O)NO)sc23)c1,IC50,7.23,58.54,7.23,0.00
1051,CHEMBL3601778,Cc1ccc(Nc2nccc3ccc(NCc4ccc(/C=C/C(=O)NO)cc4)cc23)cc1,IC50,7.23,58.90,7.23,-0.00
1052,CHEMBL3986487,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12,IC50,7.23,59.00,7.23,-0.00
1053,CHEMBL4217618,O=C(NO)c1ccc(C(=O)Nc2n[nH]c3cc(-c4ccccc4Cl)ccc23)cc1,IC50,7.23,59.00,7.23,-0.00
1054,CHEMBL3770095,O=C(NO)c1coc(-c2ccc(Br)cc2)n1,IC50,7.23,59.00,7.23,-0.00
1055,CHEMBL2381518,O=C(NO)c1cccc(C(=O)NCCc2cccnc2)c1,IC50,7.23,59.00,7.23,-0.00
1056,CHEMBL2048751,O=C(/C=C/c1ccc2c(ccn2S(=O)(=O)c2ccc(F)cc2)c1)NO,IC50,7.23,59.20,7.23,-0.00
1057,CHEMBL4641253,O=C(NO)c1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1,IC50,7.22,59.60,7.22,0.00
1058,CHEMBL3314859,O=C(/C=C/c1ccc(-c2nnc(Cc3cccc4ccccc34)o2)cc1)NO,IC50,7.22,60.00,7.22,0.00
1059,CHEMBL4643795,COc1cc(C(=O)NOCCCCCC(=O)NO)cc(OC)c1OC,Ki,7.22,60.00,7.22,0.00
1060,CHEMBL473082,COc1cc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc2ccccc2)c2ncccc2c1,IC50,7.22,60.00,7.22,0.00
1061,CHEMBL4290685,CC(C)(C)C(=O)N1CCC2(CC1)CN(Cc1ccc(C(=O)NO)cc1)c1ccccc12,IC50,7.22,60.10,7.22,0.00
1062,CHEMBL4281792,CCCN1CC(=O)N2[C@@H](Cc3c(n(Cc4ccc(C(=O)NO)cc4)c4ccccc34)[C@H]2C)C1=O,IC50,7.22,60.70,7.22,-0.00
1063,CHEMBL3329621,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSSCC/C=C/[C@@H]2CC(=O)NCc3nc(cs3)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O2)OC1=O,IC50,7.21,61.00,7.21,0.00
1064,CHEMBL3883830,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCCCCCCC(=O)NO)cc2)cc1,IC50,7.21,61.00,7.21,0.00
1065,CHEMBL3745788,COc1ccc(-c2nc(C(=O)NCCCC(=O)NO)cc3c2[nH]c2ccccc23)cc1,IC50,7.21,61.00,7.21,0.00
1066,CHEMBL4449062,COc1ccc(CCc2nc(CCC(=O)NO)cs2)cc1OC,IC50,7.21,61.42,7.21,0.00
1067,CHEMBL4636051,O=C(CCCCCC(=O)NCCCN1c2ccccc2CCc2ccc(Cl)cc21)NO,IC50,7.21,61.60,7.21,0.00
1068,CHEMBL467998,O=C(CCCCNC(=O)c1cc(-c2ccccc2)on1)NO,IC50,7.21,61.90,7.21,-0.00
1069,CHEMBL3526395,C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc1ccc(/C=C/C(=O)NO)cc1,IC50,7.21,62.00,7.21,-0.00
1070,CHEMBL4550551,O=C(NO)c1ccc(Sc2ncc(-c3ccccc3)s2)cc1,IC50,7.21,62.00,7.21,-0.00
1071,CHEMBL4217821,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,7.21,62.00,7.21,-0.00
1072,CHEMBL4295221,CC(=O)N1CCC2(CC1)CN(Cc1ccc(C(=O)NO)cc1)c1ccccc12,IC50,7.20,62.50,7.20,0.00
1073,CHEMBL4104052,Cc1c(CN(C)C)c2ccccc2n1S(=O)(=O)c1ccc(/C=C/C(=O)NO)cc1,IC50,7.20,63.00,7.20,0.00
1074,CHEMBL4540416,O=C(/C=C/c1ccc(Cn2cc(Nc3ncc(Cl)c(Nc4ccc(F)cc4)n3)cn2)cc1)NO,IC50,7.20,63.00,7.20,0.00
1075,CHEMBL1099049,Cc1c(Cc2ccccc2)nc(-c2cccc(/C=C/C(=O)NO)c2)n1[C@@H]1CCCN(C)C1,IC50,7.20,63.00,7.20,0.00
1076,CHEMBL1094094,Cc1nc(Cc2ccccc2)n(CCc2ccccc2)c1-c1cccc(/C=C/C(=O)NO)c1,IC50,7.20,63.00,7.20,0.00
1077,CHEMBL1094648,Cc1c(-c2ccccc2)nc(-c2cccc(/C=C/C(=O)NO)c2)n1[C@@H]1CCCN(C)C1,IC50,7.20,63.00,7.20,0.00
1078,CHEMBL1095450,Cc1c(-c2ccccc2)nc(-c2cccc(/C=C/C(=O)NO)c2)n1CCN1CCOCC1,IC50,7.20,63.00,7.20,0.00
1079,CHEMBL1095719,Cc1nc(-c2cccc(/C=C/C(=O)NO)c2)n(CCc2ccccc2)c1C,IC50,7.20,63.00,7.20,0.00
1080,CHEMBL1095451,Cc1c(-c2ccccc2)nc(-c2cccc(/C=C/C(=O)NO)c2)n1CCc1ccccc1,IC50,7.20,63.00,7.20,0.00
1081,CHEMBL3774691,Cc1nc2c(c(N(C)c3ccc(OCCCCC(=O)NO)cc3)n1)CCC2,IC50,7.20,63.00,7.20,0.00
1082,CHEMBL1099048,Cc1c(Cc2ccccc2)nc(-c2cccc(/C=C/C(=O)NO)c2)n1CCc1ccccc1,IC50,7.20,63.00,7.20,0.00
1083,CHEMBL1099058,O=C(/C=C/c1cccc(-c2nc3ccccc3n2CCN2CCCC2)c1)NO,IC50,7.20,63.00,7.20,0.00
1084,CHEMBL1094793,C[C@@H](c1ccccc1)n1c(-c2cccc(/C=C/C(=O)NO)c2)nc2ccccc21,IC50,7.20,63.00,7.20,0.00
1085,CHEMBL1097981,O=C(/C=C/c1cccc(-c2nc3ccccc3n2Cc2ccccc2)c1)NO,IC50,7.20,63.00,7.20,0.00
1086,CHEMBL1099095,COc1ccc(-n2c(-c3cccc(/C=C/C(=O)NO)c3)nc3ccccc32)cc1,IC50,7.20,63.00,7.20,0.00
1087,CHEMBL4102024,O=C(CS)NCCCCCCn1ccc2cc(Cl)c(Cl)cc21,IC50,7.19,63.90,7.19,0.00
1088,CHEMBL3335288,O=C(CCCCc1ccn(-c2ccccc2)n1)NO,IC50,7.19,64.00,7.19,0.00
1089,CHEMBL3353067,O=C(NO)c1cn2c(n1)CN(C(=O)c1cc3ccccc3s1)CC2,IC50,7.19,64.00,7.19,0.00
1090,CHEMBL4212669,COc1ccc(F)cc1-c1ccc2c(NC(=O)c3ccc(C(=O)NO)cc3)n[nH]c2c1,IC50,7.19,64.00,7.19,0.00
1091,CHEMBL4093691,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)cn(Cc3ccc(C(=O)NO)cc3)c2c1,IC50,7.19,64.50,7.19,0.00
1092,CHEMBL4214775,O=C(NO)c1ccc(C(=O)Nc2n[nH]c3cc(-c4ccccc4F)ccc23)cc1,IC50,7.19,65.00,7.19,-0.00
1093,CHEMBL3335299,O=C(CCCCc1ccn(Cc2ccc(Nc3ccccc3)cc2)n1)NO,IC50,7.19,65.00,7.19,-0.00
1094,CHEMBL4094909,O=C(CS)NCCCCCCn1ccc2cc(F)c(Cl)cc21,IC50,7.19,65.10,7.19,-0.00
1095,CHEMBL4436726,O=C(NO)c1ccc(Nc2nnc(-c3ccccc3)s2)cc1,IC50,7.18,66.00,7.18,0.00
1096,CHEMBL4438671,CCn1cnc(-c2ccc(OC)cc2)c1-c1ccc(/C=C/C(=O)NO)cc1,IC50,7.18,66.00,7.18,0.00
1097,CHEMBL3924682,O=C(NO)c1ccc(OCCOc2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)cc1,IC50,7.18,66.00,7.18,0.00
1098,CHEMBL4638377,CC(C)(C)c1cccc(C(=O)Nc2ccc(C(=O)NO)cc2)c1,IC50,7.18,66.00,7.18,0.00
1099,CHEMBL3885496,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCCCCCC(=O)NO)cc2)cc1,IC50,7.18,66.00,7.18,0.00
1100,CHEMBL609583,O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1,IC50,7.18,66.00,7.18,0.00
1101,CHEMBL3311464,O=C(CCCCCCC(=O)Nc1ccc2[nH]c(=O)ccc2c1)NO,IC50,7.18,66.00,7.18,0.00
1102,CHEMBL4203481,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Nc4ccc(C(=O)NO)cc4)ccc3OCC)nc12,IC50,7.18,66.00,7.18,0.00
1103,CHEMBL109654,O=C(CCCCCS)Nc1ccccc1,IC50,7.17,67.00,7.17,0.00
1104,CHEMBL469134,O=C(CCCCc1cc(C(=O)NO)no1)Nc1nc(-c2ccccc2)cs1,IC50,7.17,68.00,7.17,-0.00
1105,CHEMBL3675756,O=C(CCCCC=C(c1ccccn1)c1ccccn1)NO,IC50,7.17,68.00,7.17,-0.00
1106,CHEMBL4212219,O=C(NO)c1ccc(C(=O)Nc2n[nH]c3cc(-c4cccc(Cl)c4)ccc23)cc1,IC50,7.16,69.00,7.16,0.00
1107,CHEMBL4226024,CCc1cc(-c2ccc(F)cc2)n(Cc2ccc(C(=O)NO)cc2)n1,IC50,7.16,69.00,7.16,0.00
1108,CHEMBL4550648,CC[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(CCCCCC(=O)NO)c2c(=O)n1-c1ccccc1,IC50,7.16,69.00,7.16,0.00
